"Id","OwnerId","IsDeleted","Name","CreatedDate","CreatedById","LastModifiedDate","LastModifiedById","SystemModstamp","LastViewedDate","LastReferencedDate","ConnectionReceivedId","ConnectionSentId","nFORCE__Group__c","nFORCE__Is_Hidden__c","nFORCE__Order__c","nFORCE__Parent_Route__c","nFORCE__Route__c","nFORCE__lookupKey__c","nPortal__Is_Portal_Enabled__c","nFORCE__Orchestration_Step__c","nPortal__OA_Auto_Decision_Required__c","nPortal__OA_Business_Credit_Pull_Required__c","nFORCE__Has_Visibility_Criteria__c","nFORCE__Is_Default_Context_Child__c","nFORCE__Is_Forward_Navigation_Disabled__c","nFORCE__Question_Group__c","nFORCE__Visibility_Criteria__c","Route_App_Name__c","Route_Screen__c","nFORCE__Conditional_Display_Criteria__c","nPortal__OA_Credit_Pull_Required__c","nFORCE__Primary_Button_Text__c"
"a2D5f000000p15qEAA","0055f000004XdsRAAS","","0070","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2B5f000000TqDXEA0","false","9500070.0","","a2E5f000000y1mvEAA","a2D5f000000p15qEAA","false","","false","false","false","false","false","","","","","{{IF=""A""}}{{COND=""A"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Approval / Loan Committee""}}{{SHOW_ROUTE}}{{ENDIF}}{{IF=""B""}}{{COND=""B"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Processing""}}{{SHOW_ROUTE}}{{ENDIF}}{{IF=""C""}}{{COND=""C"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Doc Prep""}}{{SHOW_ROUTE}}{{ENDIF}}{{IF=""D""}}{{COND=""D"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Closing""}}{{SHOW_ROUTE}}{{ENDIF}}{{IF=""E""}}{{COND=""E"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Post Closing Review""}}{{SHOW_ROUTE}}{{ENDIF}}{{IF=""F""}}{{COND=""F"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Booked""}}{{SHOW_ROUTE}}{{ENDIF}}","false",""
"a2D5f000000p15rEAA","0055f000004XdsRAAS","","0072","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2B5f000000TqDYEA0","false","1100.0","a2E5f000000y1oiEAA","a2E5f000000y1oXEAQ","a2D5f000000p15rEAA","false","","false","false","false","false","false","","","","","{{IF=""A OR B""}}{{COND=""A"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Booked""}}{{COND=""B"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Complete""}}{{SHOW_ROUTE}}{{ENDIF}}","false",""
"a2D5f000000p15sEAA","0055f000004XdsRAAS","","0075","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2B5f000000TqDUEA0","false","1120.0","a2E5f000000y1oiEAA","a2E5f000000y1oXEAQ","a2D5f000000p15sEAA","false","","false","false","false","false","false","","","","","","false",""
"a2D5f000000p15tEAA","0055f000004XdsRAAS","","0077","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2B5f000000TqDYEA0","false","2510.0","a2E5f000000y1orEAA","a2E5f000000y1orEAA","a2D5f000000p15tEAA","false","","false","false","false","false","false","","","","","","false",""
"a2D5f000000p15uEAA","0055f000004XdsRAAS","","0078","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2B5f000000TqDWEA0","false","10.0","a2E5f000000y1orEAA","a2E5f000000y1orEAA","a2D5f000000p15uEAA","false","","false","false","false","false","false","","","","","","false",""
"a2D5f000000p15vEAA","0055f000004XdsRAAS","","0080","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2B5f000000TqDUEA0","false","10.0","a2E5f000000y1orEAA","a2E5f000000y1orEAA","a2D5f000000p15vEAA","false","","false","false","false","false","false","","","","","","false",""
"a2D5f000000p15wEAA","0055f000004XdsRAAS","","0081","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2B5f000000TqDXEA0","false","10.0","a2E5f000000y1orEAA","a2E5f000000y1orEAA","a2D5f000000p15wEAA","false","","false","false","false","false","false","","","","","","false",""
"a2D5f000000p15xEAA","0055f000004XdsRAAS","","0082","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2B5f000000TqDYEA0","false","2000.0","","a2E5f000000y1orEAA","a2D5f000000p15xEAA","false","","false","false","false","false","false","","","","","","false",""
"a2D5f000000p15yEAA","0055f000004XdsRAAS","","0083","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2B5f000000TqDWEA0","false","0.0","","a2E5f000000y1orEAA","a2D5f000000p15yEAA","false","","false","false","false","false","false","","","","","","false",""
"a2D5f000000p15zEAA","0055f000004XdsRAAS","","0085","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2B5f000000TqDUEA0","false","0.0","","a2E5f000000y1orEAA","a2D5f000000p15zEAA","false","","false","false","false","false","false","","","","","","false",""
"a2D5f000000p160EAA","0055f000004XdsRAAS","","0086","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2B5f000000TqDXEA0","false","0.0","","a2E5f000000y1orEAA","a2D5f000000p160EAA","false","","false","false","false","false","false","","","","","","false",""
"a2D5f000000p161EAA","0055f000004XdsRAAS","","0091","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2B5f000000TqDTEA0","false","8300050.0","a2E5f000000y1nxEAA","a2E5f000000y1o1EAA","a2D5f000000p161EAA","false","","false","false","false","false","false","","","","","","false",""
"a2D5f000000p162EAA","0055f000004XdsRAAS","","0096","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2B5f000000TqDTEA0","false","8200020.0","a2E5f000000y1nrEAA","a2E5f000000y1nsEAA","a2D5f000000p162EAA","false","","false","false","false","false","false","","","","","","false",""
"a2D5f000000p163EAA","0055f000004XdsRAAS","","0097","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2B5f000000TqDTEA0","false","8200030.0","a2E5f000000y1nrEAA","a2E5f000000y1nsEAA","a2D5f000000p163EAA","false","","false","false","false","false","false","","","","","","false",""
"a2D5f000000p164EAA","0055f000004XdsRAAS","","0100","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2B5f000000TqDTEA0","false","8300030.0","a2E5f000000y1nxEAA","a2E5f000000y1nzEAA","a2D5f000000p164EAA","false","","false","false","false","false","false","","","","","","false",""
"a2D5f000000p165EAA","0055f000004XdsRAAS","","0101","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2B5f000000TqDTEA0","false","8500010.0","a2E5f000000y1nkEAA","a2E5f000000y1nkEAA","a2D5f000000p165EAA","false","","false","false","false","false","false","","","","","","false",""
"a2D5f000000p166EAA","0055f000004XdsRAAS","","0102","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2B5f000000TqDTEA0","false","8500000.0","","a2E5f000000y1nkEAA","a2D5f000000p166EAA","false","","false","false","false","false","false","","","","","","false",""
"a2D5f000000p167EAA","0055f000004XdsRAAS","","0103","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2B5f000000TqDYEA0","false","1.000007E7","","a2E5f000000y1oQEAQ","a2D5f000000p167EAA","false","","false","false","false","false","false","","","","","{{IF=""A""}}{{COND=""A"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Qualification""}}{{SHOW_ROUTE}}{{ENDIF}}{{IF=""B""}}{{COND=""B"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Proposal""}}{{SHOW_ROUTE}}{{ENDIF}}{{IF=""C""}}{{COND=""C"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Credit Underwriting""}}{{SHOW_ROUTE}}{{ENDIF}}{{IF=""D""}}{{COND=""D"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Final Review""}}{{SHOW_ROUTE}}{{ENDIF}}","false",""
"a2D5f000000p168EAA","0055f000004XdsRAAS","","0104","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2B5f000000TqDWEA0","false","9500000.0","","a2E5f000000y1oQEAQ","a2D5f000000p168EAA","false","","false","false","false","false","false","","","","","{{IF=""A""}}{{COND=""A"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Qualification""}}{{SHOW_ROUTE}}{{ENDIF}}{{IF=""B""}}{{COND=""B"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Proposal""}}{{SHOW_ROUTE}}{{ENDIF}}{{IF=""C""}}{{COND=""C"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Credit Underwriting""}}{{SHOW_ROUTE}}{{ENDIF}}{{IF=""D""}}{{COND=""D"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Final Review""}}{{SHOW_ROUTE}}{{ENDIF}}","false",""
"a2D5f000000p169EAA","0055f000004XdsRAAS","","0106","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2B5f000000TqDUEA0","false","9500000.0","","a2E5f000000y1oQEAQ","a2D5f000000p169EAA","false","","false","false","false","false","false","","","","","{{IF=""A""}}{{COND=""A"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Qualification""}}{{SHOW_ROUTE}}{{ENDIF}}{{IF=""B""}}{{COND=""B"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Proposal""}}{{SHOW_ROUTE}}{{ENDIF}}{{IF=""C""}}{{COND=""C"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Credit Underwriting""}}{{SHOW_ROUTE}}{{ENDIF}}{{IF=""D""}}{{COND=""D"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Final Review""}}{{SHOW_ROUTE}}{{ENDIF}}","false",""
"a2D5f000000p16AEAQ","0055f000004XdsRAAS","","0107","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2B5f000000TqDXEA0","false","9500000.0","","a2E5f000000y1oQEAQ","a2D5f000000p16AEAQ","false","","false","false","false","false","false","","","","","{{IF=""A""}}{{COND=""A"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Qualification""}}{{SHOW_ROUTE}}{{ENDIF}}{{IF=""B""}}{{COND=""B"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Proposal""}}{{SHOW_ROUTE}}{{ENDIF}}{{IF=""C""}}{{COND=""C"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Credit Underwriting""}}{{SHOW_ROUTE}}{{ENDIF}}{{IF=""D""}}{{COND=""D"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Final Review""}}{{SHOW_ROUTE}}{{ENDIF}}","false",""
"a2D5f000000p16BEAQ","0055f000004XdsRAAS","","0110","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2B5f000000TqDUEA0","false","4010.0","a2E5f000000y1n3EAA","a2E5f000000y1n3EAA","a2D5f000000p16BEAQ","false","","false","false","false","false","false","","","","","","false",""
"a2D5f000000p16CEAQ","0055f000004XdsRAAS","","0111","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2B5f000000TqDXEA0","false","4010.0","a2E5f000000y1n3EAA","a2E5f000000y1n3EAA","a2D5f000000p16CEAQ","false","","false","false","false","false","false","","","","","","false",""
"a2D5f000000p16DEAQ","0055f000004XdsRAAS","","0112","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2B5f000000TqDTEA0","false","4010.0","a2E5f000000y1n3EAA","a2E5f000000y1n3EAA","a2D5f000000p16DEAQ","false","","false","false","false","false","false","","","","","","false",""
"a2D5f000000p16EEAQ","0055f000004XdsRAAS","","0114","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2B5f000000TqDYEA0","false","3000.0","","a2E5f000000y1gSEAQ","a2D5f000000p16EEAQ","false","","false","false","false","false","false","","","","","","false",""
"a2D5f000000p16FEAQ","0055f000004XdsRAAS","","0116","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2B5f000000TqDUEA0","false","4000.0","","a2E5f000000y1n3EAA","a2D5f000000p16FEAQ","false","","false","false","false","false","false","","","","","","false",""
"a2D5f000000p16GEAQ","0055f000004XdsRAAS","","0117","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2B5f000000TqDXEA0","false","4000.0","","a2E5f000000y1n3EAA","a2D5f000000p16GEAQ","false","","false","false","false","false","false","","","","","","false",""
"a2D5f000000p16HEAQ","0055f000004XdsRAAS","","0118","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2B5f000000TqDTEA0","false","4000.0","","a2E5f000000y1n3EAA","a2D5f000000p16HEAQ","false","","false","false","false","false","false","","","","","","false",""
"a2D5f000000p16IEAQ","0055f000004XdsRAAS","","0119","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2B5f000000TqDSEA0","false","0.0","a2E5f000000y1nMEAQ","a2E5f000000y1nMEAQ","a2D5f000000p16IEAQ","false","","false","false","false","false","false","","","","","","false",""
"a2D5f000000p16JEAQ","0055f000004XdsRAAS","","0120","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2B5f000000TqDREA0","false","0.0","a2E5f000000y1nMEAQ","a2E5f000000y1nMEAQ","a2D5f000000p16JEAQ","false","","false","false","false","false","false","","","","","","false",""
"a2D5f000000p16KEAQ","0055f000004XdsRAAS","","0121","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2B5f000000TqDSEA0","false","5.0","","a2E5f000000y1nMEAQ","a2D5f000000p16KEAQ","false","","false","false","false","false","false","","","","","","false",""
"a2D5f000000p16LEAQ","0055f000004XdsRAAS","","0122","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2B5f000000TqDREA0","false","5.0","","a2E5f000000y1nMEAQ","a2D5f000000p16LEAQ","false","","false","false","false","false","false","","","","","","false",""
"a2D5f000000p16MEAQ","0055f000004XdsRAAS","","0125","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2B5f000000TqDTEA0","false","8200050.0","a2E5f000000y1nrEAA","a2E5f000000y1nuEAA","a2D5f000000p16MEAQ","false","","false","false","false","false","false","","","","","","false",""
"a2D5f000000p16NEAQ","0055f000004XdsRAAS","","0126","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2B5f000000TqDSEA0","false","4.0","a2E5f000000y1nYEAQ","a2E5f000000y1nNEAQ","a2D5f000000p16NEAQ","false","","false","false","false","false","false","","","","","","false",""
"a2D5f000000p16OEAQ","0055f000004XdsRAAS","","0127","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2B5f000000TqDREA0","false","4.0","a2E5f000000y1nZEAQ","a2E5f000000y1nNEAQ","a2D5f000000p16OEAQ","false","","false","false","false","false","false","","","","","","false",""
"a2D5f000000p16PEAQ","0055f000004XdsRAAS","","0128","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2B5f000000TqDUEA0","false","1015.0","a2E5f000000y1oiEAA","a2E5f000000y1n4EAA","a2D5f000000p16PEAQ","false","","false","false","false","false","false","","","","","","false",""
"a2D5f000000p16QEAQ","0055f000004XdsRAAS","","0131","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2B5f000000TqDTEA0","false","8200070.0","a2E5f000000y1nrEAA","a2E5f000000y1nwEAA","a2D5f000000p16QEAQ","false","","false","false","false","false","false","","","","","","false",""
"a2D5f000000p16REAQ","0055f000004XdsRAAS","","0132","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2B5f000000TqDTEA0","false","8300090.0","a2E5f000000y1nxEAA","a2E5f000000y1o5EAA","a2D5f000000p16REAQ","false","","false","false","false","false","false","","","","","","false",""
"a2D5f000000p16SEAQ","0055f000004XdsRAAS","","0133","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2B5f000000TqDTEA0","false","8300100.0","a2E5f000000y1nxEAA","a2E5f000000y1o5EAA","a2D5f000000p16SEAQ","false","","false","false","false","false","false","","","","","","false",""
"a2D5f000000p16TEAQ","0055f000004XdsRAAS","","0134","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2B5f000000TqDTEA0","false","8300110.0","a2E5f000000y1nxEAA","a2E5f000000y1o5EAA","a2D5f000000p16TEAQ","false","","false","false","false","false","false","","","","","","false",""
"a2D5f000000p16UEAQ","0055f000004XdsRAAS","","0135","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2B5f000000TqDYEA0","false","1.000008E7","","a2E5f000000y1oREAQ","a2D5f000000p16UEAQ","false","","false","false","false","false","false","","","","","","false",""
"a2D5f000000p16VEAQ","0055f000004XdsRAAS","","0136","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2B5f000000TqDWEA0","false","9500010.0","","a2E5f000000y1oREAQ","a2D5f000000p16VEAQ","false","","false","false","false","false","false","","","","","","false",""
"a2D5f000000p16WEAQ","0055f000004XdsRAAS","","0138","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2B5f000000TqDUEA0","false","9500010.0","","a2E5f000000y1oREAQ","a2D5f000000p16WEAQ","false","","false","false","false","false","false","","","","","","false",""
"a2D5f000000p16XEAQ","0055f000004XdsRAAS","","0139","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2B5f000000TqDXEA0","false","9500010.0","","a2E5f000000y1oREAQ","a2D5f000000p16XEAQ","false","","false","false","false","false","false","","","","","","false",""
"a2D5f000000p16YEAQ","0055f000004XdsRAAS","","0141","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2B5f000000TqDSEA0","false","3.0","a2E5f000000y1nVEAQ","a2E5f000000y1nOEAQ","a2D5f000000p16YEAQ","false","","false","false","false","false","false","","","","","","false",""
"a2D5f000000p16ZEAQ","0055f000004XdsRAAS","","0142","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2B5f000000TqDREA0","false","3.0","a2E5f000000y1nVEAQ","a2E5f000000y1nOEAQ","a2D5f000000p16ZEAQ","false","","false","false","false","false","false","","","","","","false",""
"a2D5f000000p16aEAA","0055f000004XdsRAAS","","0143","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2B5f000000TqDYEA0","false","4510.0","a2E5f000000y1obEAA","a2E5f000000y1obEAA","a2D5f000000p16aEAA","false","","false","false","false","true","false","","","","","","false",""
"a2D5f000000p16bEAA","0055f000004XdsRAAS","","0145","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2B5f000000TqDUEA0","false","10010.0","a2E5f000000y1obEAA","a2E5f000000y1obEAA","a2D5f000000p16bEAA","false","","false","false","false","false","false","","","","","","false",""
"a2D5f000000p16cEAA","0055f000004XdsRAAS","","0146","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2B5f000000TqDYEA0","false","5000.0","","a2E5f000000y1obEAA","a2D5f000000p16cEAA","false","","false","false","false","false","false","","","","","","false",""
"a2D5f000000p16dEAA","0055f000004XdsRAAS","","0148","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2B5f000000TqDUEA0","false","10000.0","","a2E5f000000y1obEAA","a2D5f000000p16dEAA","false","","false","false","false","false","false","","","","","","false",""
"a2D5f000000p16eEAA","0055f000004XdsRAAS","","0149","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2B5f000000TqDYEA0","false","8500080.0","a2E5f000000y1ogEAA","a2E5f000000y1oZEAQ","a2D5f000000p16eEAA","false","","false","false","false","false","false","","","","","{{IF=""A""}}{{COND=""A"" FIELD=""LLC_BI__Loan__c.LLC_BI__CRA_Reportable__c IS=""true""}}{{SHOW_ROUTE}}{{ENDIF}}","false",""
"a2D5f000000p16fEAA","0055f000004XdsRAAS","","0151","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2B5f000000TqDUEA0","false","8000010.0","a2E5f000000y1oZEAQ","a2E5f000000y1oZEAQ","a2D5f000000p16fEAA","false","","false","false","false","false","false","","","","","","false",""
"a2D5f000000p16gEAA","0055f000004XdsRAAS","","0154","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2B5f000000TqDUEA0","false","8000000.0","","a2E5f000000y1oZEAQ","a2D5f000000p16gEAA","false","","false","false","false","false","false","","","","","","false",""
"a2D5f000000p16hEAA","0055f000004XdsRAAS","","0155","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2B5f000000TqDWEA0","false","9000040.0","","a2E5f000000y1oJEAQ","a2D5f000000p16hEAA","false","","false","false","false","false","false","","","","","","false",""
"a2D5f000000p16iEAA","0055f000004XdsRAAS","","0157","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2B5f000000TqDUEA0","false","9000040.0","","a2E5f000000y1oJEAQ","a2D5f000000p16iEAA","false","","false","false","false","false","false","","","","","","false",""
"a2D5f000000p16jEAA","0055f000004XdsRAAS","","0158","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2B5f000000TqDXEA0","false","9000040.0","","a2E5f000000y1oJEAQ","a2D5f000000p16jEAA","false","","false","false","false","false","false","","","","","","false",""
"a2D5f000000p16kEAA","0055f000004XdsRAAS","","0159","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2B5f000000TqDSEA0","false","5.0","a2E5f000000y1nYEAQ","a2E5f000000y1nLEAQ","a2D5f000000p16kEAA","false","","false","false","false","false","false","","","","","","false",""
"a2D5f000000p16lEAA","0055f000004XdsRAAS","","0160","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","a2B5f000000TqDREA0","false","5.0","a2E5f000000y1nZEAQ","a2E5f000000y1nLEAQ","a2D5f000000p16lEAA","false","","false","false","false","false","false","","","","","","false",""
