"Id","OwnerId","IsDeleted","Name","CreatedDate","CreatedById","LastModifiedDate","LastModifiedById","SystemModstamp","LastViewedDate","LastReferencedDate","ConnectionReceivedId","ConnectionSentId","nFORCE__Alternate_Label__c","nFORCE__Conditional_Display_Criteria__c","nFORCE__Default_Value__c","nFORCE__Field_Hint__c","nFORCE__Field_Name__c","nFORCE__Format_Description__c","nFORCE__Format_Enabled__c","nFORCE__Format_Expression__c","nFORCE__Format_Message__c","nFORCE__Is_Hidden__c","nFORCE__Is_Read_Only__c","nFORCE__Is_Required__c","nFORCE__Output_Expression__c","nFORCE__Route__c","nFORCE__SLDS_Column_Size__c","nFORCE__Screen_Section__c","nFORCE__Tooltip_Contents__c","nFORCE__Tooltip_Enabled__c","nFORCE__Tooltip_Text__c","nFORCE__lookupKey__c","nFORCE__sObject_Name__c","nFORCE__Is_Editable__c","nPortal__Picklist_Buttons_Enabled__c","nFORCE__Is_Header__c","nFORCE__Is_Important__c","nFORCE__Filter_Criteria__c","nFORCE__Filter_Display_Name__c","nFORCE__Is_Active__c","nFORCE__Is_Filter_Active__c","nFORCE__Is_Conditional_Lookup__c","nFORCE__Defined_Picklist_Values__c"
"a3T5f000000xGqYEAU","0055f000004XdsRAAS","","FC-000171","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","Social Security Number (SSN)","","","XXXXXXXXX","LLC_BI__SS__c","","false","","","false","false","false","","a2E5f000000y1rQEAQ","1.0","","As a federally regulated bank, we are required to know our customers. We use your SSN to pull your credit bureau data, which allows us to process your application.","true","Why do we need this?","42191598381727929","Contact","false","false","false","false","","","false","false","false",""
"a3T5f000000xGqZEAU","0055f000004XdsRAAS","","FC-000174","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","","","","","BirthDate","","false","","","false","false","false","","a2E5f000000y1rQEAQ","2.0","","","false","","15121598381727930","Contact","false","false","false","false","","","false","false","false",""
"a3T5f000000xGqaEAE","0055f000004XdsRAAS","","FC-000175","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","","","","","LLC_BI__Home_Address__c","","false","","","false","false","false","","a2E5f000000y1rQEAQ","","","","false","","87531598381727930","Contact","false","false","false","false","","","false","false","false",""
"a3T5f000000xGqbEAE","0055f000004XdsRAAS","","FC-000176","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","City","","","","LLC_BI__Home_City__c","","false","","","false","false","false","","a2E5f000000y1rQEAQ","","","","false","","61711598381727931","Contact","false","false","false","false","","","false","false","false",""
"a3T5f000000xGqcEAE","0055f000004XdsRAAS","","FC-000179","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","","","","","MobilePhone","","false","","","false","false","false","","a2E5f000000y1rQEAQ","2.0","","","false","","67871598381727932","Contact","false","false","false","false","","","false","false","false",""
"a3T5f000000xGqdEAE","0055f000004XdsRAAS","","FC-000180","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","ZIP","","","","LLC_BI__Home_Zipcode__c","","false","","","false","false","false","","a2E5f000000y1rQEAQ","2.0","","","false","","30821598381727932","Contact","false","false","false","false","","","false","false","false",""
"a3T5f000000xGqeEAE","0055f000004XdsRAAS","","FC-000181","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","","","","","LLC_BI__Employer_Name__c","","false","","","false","false","false","","a2E5f000000y1rQEAQ","2.0","","","false","","03891598381727932","Contact","false","false","false","false","","","false","false","false",""
"a3T5f000000xGqfEAE","0055f000004XdsRAAS","","FC-000183","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","City","","","","Mailing_City_nCino__c","","false","","","false","false","false","","a2E5f000000y1rQEAQ","","","","false","","23731598381727933","Contact","false","false","false","false","","","false","false","false",""
"a3T5f000000xGqgEAE","0055f000004XdsRAAS","","FC-000184","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","State","","","","LLC_BI__Home_State__c","","false","","","false","false","false","","a2E5f000000y1rQEAQ","2.0","","","false","","74871598381727933","Contact","false","false","false","false","","","false","false","false",""
"a3T5f000000xGqhEAE","0055f000004XdsRAAS","","FC-000185","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","Mobile Phone Number","","","","MobilePhone","","false","","","false","false","false","","a2E5f000000y1rQEAQ","","","","false","","11111598381727933","Contact","false","false","false","false","","","false","false","false",""
"a3T5f000000xGqiEAE","0055f000004XdsRAAS","","FC-000188","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","","","","","FirstName","","false","","","false","false","false","","a2E5f000000y1rQEAQ","2.0","","","false","","42234958214003224","Contact","false","false","false","false","","","false","false","false",""
"a3T5f000000xGqjEAE","0055f000004XdsRAAS","","FC-000193","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","City","","","","LLC_BI__Home_City__c","","false","","","false","false","false","","a2E5f000000y1rVEAQ","","","","false","","08301598553324130","Contact","false","false","false","false","","","false","false","false",""
"a3T5f000000xGqkEAE","0055f000004XdsRAAS","","FC-000194","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","","","","","MobilePhone","","false","","","false","false","false","","a2E5f000000y1rVEAQ","2.0","","","false","","07051598553324131","Contact","false","false","false","false","","","false","false","false",""
"a3T5f000000xGqlEAE","0055f000004XdsRAAS","","FC-000195","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","State","","","","Mailing_State_nCino__c","","false","","","false","false","false","","a2E5f000000y1rVEAQ","2.0","","","false","","79571598553324131","Contact","false","false","false","false","","","false","false","false",""
"a3T5f000000xGqmEAE","0055f000004XdsRAAS","","FC-000196","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","Mobile Phone Number","","","","MobilePhone","","false","","","false","false","false","","a2E5f000000y1rVEAQ","","","","false","","44201598553324131","Contact","false","false","false","false","","","false","false","false",""
"a3T5f000000xGqnEAE","0055f000004XdsRAAS","","FC-000197","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","Social Security Number (SSN)","","","XXXXXXXXX","LLC_BI__SS__c","","false","","","false","false","false","","a2E5f000000y1rVEAQ","1.0","","As a federally regulated bank, we are required to know our customers. We use your SSN to pull your credit bureau data, which allows us to process your application.","true","Why do we need this?","62171598553324132","Contact","false","false","false","false","","","false","false","false",""
"a3T5f000000xGqoEAE","0055f000004XdsRAAS","","FC-000198","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","City","","","","Mailing_City_nCino__c","","false","","","false","false","false","","a2E5f000000y1rVEAQ","","","","false","","75341598553324132","Contact","false","false","false","false","","","false","false","false",""
"a3T5f000000xGqpEAE","0055f000004XdsRAAS","","FC-000199","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","","","","","LastName","","false","","","false","false","false","","a2E5f000000y1rVEAQ","2.0","","","false","","74511598553324132","Contact","false","false","false","false","","","false","false","false",""
"a3T5f000000xGqqEAE","0055f000004XdsRAAS","","FC-000200","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","Primary ID Number","","","","LLC_BI__Drivers_License__c","","false","","","false","false","false","","a2E5f000000y1rVEAQ","2.0","","","false","","63091598553324133","Contact","false","false","false","false","","","false","false","false",""
"a3T5f000000xGqrEAE","0055f000004XdsRAAS","","FC-000202","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","Mailing Address","","","","Mailing_Address_nCino__c","","false","","","false","false","false","","a2E5f000000y1rVEAQ","","","","false","","25901598553324133","Contact","false","false","false","false","","","false","false","false",""
"a3T5f000000xGqsEAE","0055f000004XdsRAAS","","FC-000203","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","","","","","FirstName","","false","","","false","false","false","","a2E5f000000y1rVEAQ","2.0","","","false","","26691598553324134","Contact","false","false","false","false","","","false","false","false",""
"a3T5f000000xGqtEAE","0055f000004XdsRAAS","","FC-000204","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","","","","","BirthDate","","false","","","false","false","false","","a2E5f000000y1rVEAQ","2.0","","","false","","04591598553324134","Contact","false","false","false","false","","","false","false","false",""
"a3T5f000000xGquEAE","0055f000004XdsRAAS","","FC-000205","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","","","","","LLC_BI__Primary_ID_Issue_Date__c","","false","","","false","false","false","","a2E5f000000y1rVEAQ","2.0","","","false","","61611598553324134","Contact","false","false","false","false","","","false","false","false",""
"a3T5f000000xGqvEAE","0055f000004XdsRAAS","","FC-000206","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","State","","","","LLC_BI__Home_State__c","","false","","","false","false","false","","a2E5f000000y1rVEAQ","2.0","","","false","","34671598553324135","Contact","false","false","false","false","","","false","false","false",""
"a3T5f000000xGqwEAE","0055f000004XdsRAAS","","FC-000207","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","","","","","LLC_BI__Primary_ID_Issuing_State__c","","false","","","false","false","false","","a2E5f000000y1rVEAQ","2.0","","","false","","82341598553324135","Contact","false","false","false","false","","","false","false","false",""
"a3T5f000000xGqxEAE","0055f000004XdsRAAS","","FC-000208","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","","","","","LLC_BI__Employer_Name__c","","false","","","false","false","false","","a2E5f000000y1rVEAQ","2.0","","","false","","73061598553324135","Contact","false","false","false","false","","","false","false","false",""
"a3T5f000000xGqyEAE","0055f000004XdsRAAS","","FC-000209","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","","","","","LLC_BI__Country_of_Citizenship__c","","false","","","false","false","false","","a2E5f000000y1rVEAQ","2.0","","","false","","16681598553324136","Contact","false","false","false","false","","","false","false","false",""
"a3T5f000000xGqzEAE","0055f000004XdsRAAS","","FC-000210","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","","","","","LLC_BI__Home_Address__c","","false","","","false","false","false","","a2E5f000000y1rVEAQ","","","","false","","02641598553324136","Contact","false","false","false","false","","","false","false","false",""
"a3T5f000000xGr0EAE","0055f000004XdsRAAS","","FC-000211","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","ZIP","","","","Mailing_Zip_code_nCino__c","","false","","","false","false","false","","a2E5f000000y1rVEAQ","2.0","","","false","","84371598553324136","Contact","false","false","false","false","","","false","false","false",""
"a3T5f000000xGr1EAE","0055f000004XdsRAAS","","FC-000212","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","","","","","LLC_BI__Primary_ID_Expiration_Date__c","","false","","","false","false","false","","a2E5f000000y1rVEAQ","2.0","","","false","","40471598553324137","Contact","false","false","false","false","","","false","false","false",""
"a3T5f000000xGr2EAE","0055f000004XdsRAAS","","FC-000213","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","ZIP","","","","LLC_BI__Home_Zipcode__c","","false","","","false","false","false","","a2E5f000000y1rVEAQ","2.0","","","false","","13071598553324137","Contact","false","false","false","false","","","false","false","false",""
"a3T5f000000xGr3EAE","0055f000004XdsRAAS","","FC-000233","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","","","","","cm_Title__c","","false","","","false","false","false","","a2E5f000000y1rdEAA","3.0","","","false","","42806571743769435","Beneficial_Owner__c","false","false","false","false","","","false","false","false",""
"a3T5f000000xGr4EAE","0055f000004XdsRAAS","","FC-000232","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","","","","","cm_Date_of_Birth__c","","false","","","false","false","false","","a2E5f000000y1rdEAA","3.0","","","false","","42851318713817605","Beneficial_Owner__c","false","false","false","false","","","false","false","false",""
"a3T5f000000xGr5EAE","0055f000004XdsRAAS","","FC-000235","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","","","","","cm_City__c","","false","","","false","false","false","","a2E5f000000y1rdEAA","3.0","","","false","","42650505632268636","Beneficial_Owner__c","false","false","false","false","","","false","false","false",""
"a3T5f000000xGr6EAE","0055f000004XdsRAAS","","FC-000236","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","","","","","cm_State__c","","false","","","false","false","false","","a2E5f000000y1rdEAA","3.0","","","false","","42583525205943233","Beneficial_Owner__c","false","false","false","false","","","false","false","false",""
"a3T5f000000xGr7EAE","0055f000004XdsRAAS","","FC-000237","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","","","","","cm_Zip_Code__c","","false","","","false","false","false","","a2E5f000000y1rdEAA","3.0","","","false","","42228402375687504","Beneficial_Owner__c","false","false","false","false","","","false","false","false",""
"a3T5f000000xGr8EAE","0055f000004XdsRAAS","","FC-000238","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","Is this Owner also the Controlling Individual?","","","","Controlling_Individual__c","","false","","","false","false","false","","a2E5f000000y1rdEAA","","","","false","","42138236032989596","Beneficial_Owner__c","false","false","false","false","","","false","false","false",""
"a3T5f000000xGr9EAE","0055f000004XdsRAAS","","FC-000239","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","Social Security Number (SSN)","","","XXXXXXXXX","LLC_BI__SS__c","","false","","","false","false","false","","a2E5f000000y1stEAA","1.0","","As a federally regulated bank, we are required to know our customers. We use your SSN to pull your credit bureau data, which allows us to process your application.","true","Why do we need this?","42509329592360005","Contact","false","false","false","false","","","false","false","false",""
"a3T5f000000xGrAEAU","0055f000004XdsRAAS","","FC-000240","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","Mobile Phone Number","","","","MobilePhone","","false","","","false","false","false","","a2E5f000000y1stEAA","","","","false","","42829344331155039","Contact","false","false","false","false","","","false","false","false",""
"a3T5f000000xGrBEAU","0055f000004XdsRAAS","","FC-000242","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","City","","","","LLC_BI__Home_City__c","","false","","","false","false","false","","a2E5f000000y1stEAA","","","","false","","42903935693350899","Contact","false","false","false","false","","","false","false","false",""
"a3T5f000000xGrCEAU","0055f000004XdsRAAS","","FC-000243","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","State","","","","LLC_BI__Home_State__c","","false","","","false","false","false","","a2E5f000000y1stEAA","2.0","","","false","","42613937908410434","Contact","false","false","false","false","","","false","false","false",""
"a3T5f000000xGrDEAU","0055f000004XdsRAAS","","FC-000244","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","ZIP","","","","LLC_BI__Home_Zipcode__c","","false","","","false","false","false","","a2E5f000000y1stEAA","2.0","","","false","","42874629337752745","Contact","false","false","false","false","","","false","false","false",""
"a3T5f000000xGrEEAU","0055f000004XdsRAAS","","FC-000245","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","Mailing Address","","","","Mailing_Address_nCino__c","","false","","","false","false","false","","a2E5f000000y1stEAA","","","","false","","42908395355676071","Contact","false","false","false","false","","","false","false","false",""
"a3T5f000000xGrFEAU","0055f000004XdsRAAS","","FC-000246","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","City","","","","Mailing_City_nCino__c","","false","","","false","false","false","","a2E5f000000y1stEAA","","","","false","","42371658665938783","Contact","false","false","false","false","","","false","false","false",""
"a3T5f000000xGrGEAU","0055f000004XdsRAAS","","FC-000247","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","State","","","","Mailing_State_nCino__c","","false","","","false","false","false","","a2E5f000000y1stEAA","2.0","","","false","","42004699645431491","Contact","false","false","false","false","","","false","false","false",""
"a3T5f000000xGrHEAU","0055f000004XdsRAAS","","FC-000248","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","ZIP","","","","Mailing_Zip_code_nCino__c","","false","","","false","false","false","","a2E5f000000y1stEAA","2.0","","","false","","42980323241447956","Contact","false","false","false","false","","","false","false","false",""
"a3T5f000000xGrIEAU","0055f000004XdsRAAS","","FC-000249","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","Social Security Number (SSN)","","","XXXXXXXXX","LLC_BI__SS__c","","false","","","false","false","false","","a2E5f000000y1t2EAA","1.0","","As a federally regulated bank, we are required to know our customers. We use your SSN to pull your credit bureau data, which allows us to process your application.","true","Why do we need this?","42227818439201983","Contact","false","false","false","false","","","false","false","false",""
"a3T5f000000xGrJEAU","0055f000004XdsRAAS","","FC-000250","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","Mobile Phone Number","","","","MobilePhone","","false","","","false","false","false","","a2E5f000000y1t2EAA","","","","false","","42928197874314364","Contact","false","false","false","false","","","false","false","false",""
"a3T5f000000xGrKEAU","0055f000004XdsRAAS","","FC-000252","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","City","","","","LLC_BI__Home_City__c","","false","","","false","false","false","","a2E5f000000y1t2EAA","","","","false","","42762806806377120","Contact","false","false","false","false","","","false","false","false",""
"a3T5f000000xGrLEAU","0055f000004XdsRAAS","","FC-000253","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","State","","","","LLC_BI__Home_State__c","","false","","","false","false","false","","a2E5f000000y1t2EAA","2.0","","","false","","42731563351893073","Contact","false","false","false","false","","","false","false","false",""
"a3T5f000000xGrMEAU","0055f000004XdsRAAS","","FC-000254","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","ZIP","","","","LLC_BI__Home_Zipcode__c","","false","","","false","false","false","","a2E5f000000y1t2EAA","2.0","","","false","","42673124911542103","Contact","false","false","false","false","","","false","false","false",""
"a3T5f000000xGrNEAU","0055f000004XdsRAAS","","FC-000255","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","Mailing Address","","","","Mailing_Address_nCino__c","","false","","","false","false","false","","a2E5f000000y1t2EAA","","","","false","","42387491902375647","Contact","false","false","false","false","","","false","false","false",""
"a3T5f000000xGrOEAU","0055f000004XdsRAAS","","FC-000256","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","City","","","","Mailing_City_nCino__c","","false","","","false","false","false","","a2E5f000000y1t2EAA","","","","false","","42371336397088282","Contact","false","false","false","false","","","false","false","false",""
"a3T5f000000xGrPEAU","0055f000004XdsRAAS","","FC-000257","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","State","","","","Mailing_State_nCino__c","","false","","","false","false","false","","a2E5f000000y1t2EAA","2.0","","","false","","42838450881884837","Contact","false","false","false","false","","","false","false","false",""
"a3T5f000000xGrQEAU","0055f000004XdsRAAS","","FC-000258","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","ZIP","","","","Mailing_Zip_code_nCino__c","","false","","","false","false","false","","a2E5f000000y1t2EAA","2.0","","","false","","42877078345277739","Contact","false","false","false","false","","","false","false","false",""
"a3T5f000000xGrREAU","0055f000004XdsRAAS","","FC-000259","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","Social Security Number (SSN)","","","XXXXXXXXX","LLC_BI__SS__c","","false","","","false","false","false","","a2E5f000000y1t9EAA","1.0","","As a federally regulated bank, we are required to know our customers. We use your SSN to pull your credit bureau data, which allows us to process your application.","true","Why do we need this?","74031602078251630","Contact","false","false","false","false","","","false","false","false",""
"a3T5f000000xGrSEAU","0055f000004XdsRAAS","","FC-000260","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","Mobile Phone Number","","","","MobilePhone","","false","","","false","false","false","","a2E5f000000y1t9EAA","","","","false","","39011602078251632","Contact","false","false","false","false","","","false","false","false",""
"a3T5f000000xGrTEAU","0055f000004XdsRAAS","","FC-000262","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","City","","","","LLC_BI__Home_City__c","","false","","","false","false","false","","a2E5f000000y1t9EAA","","","","false","","78251602078251636","Contact","false","false","false","false","","","false","false","false",""
"a3T5f000000xGrUEAU","0055f000004XdsRAAS","","FC-000263","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","State","","","","LLC_BI__Home_State__c","","false","","","false","false","false","","a2E5f000000y1t9EAA","2.0","","","false","","32971602078251638","Contact","false","false","false","false","","","false","false","false",""
"a3T5f000000xGrVEAU","0055f000004XdsRAAS","","FC-000266","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","City","","","","Mailing_City_nCino__c","","false","","","false","false","false","","a2E5f000000y1t9EAA","","","","false","","67251602078251643","Contact","false","false","false","false","","","false","false","false",""
"a3T5f000000xGrWEAU","0055f000004XdsRAAS","","FC-000267","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","State","","","","Mailing_State_nCino__c","","false","","","false","false","false","","a2E5f000000y1t9EAA","2.0","","","false","","89521602078251660","Contact","false","false","false","false","","","false","false","false",""
"a3T5f000000xGrXEAU","0055f000004XdsRAAS","","FC-000268","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","ZIP","","","","Mailing_Zip_code_nCino__c","","false","","","false","false","false","","a2E5f000000y1t9EAA","2.0","","","false","","29851602078251662","Contact","false","false","false","false","","","false","false","false",""
"a3T5f000000xGrYEAU","0055f000004XdsRAAS","","FC-000270","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","","","","","LLC_BI__Account__c","","false","","","false","true","false","","","","a2F5f000000xiMtEAI","","false","","42885604852150311","LLC_BI__Loan__c","false","false","false","false","","","false","false","false",""
"a3T5f000000xGrZEAU","0055f000004XdsRAAS","","FC-000271","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","","","","","LLC_BI__Total_Direct_Exposure__c","","false","","","false","true","false","","","","a2F5f000000xiMtEAI","","false","","42773350152705216","Account","false","false","false","false","","","false","false","false",""
"a3T5f000000xGraEAE","0055f000004XdsRAAS","","FC-000276","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","Social Security Number (SSN)","","","XXXXXXXXX","LLC_BI__SS__c","","false","","","false","false","false","","a2E5f000000y1tJEAQ","1.0","","As a federally regulated bank, we are required to know our customers. We use your SSN to pull your credit bureau data, which allows us to process your application.","true","Why do we need this?","48151602603021375","Contact","false","false","false","false","","","false","false","false",""
"a3T5f000000xGrbEAE","0055f000004XdsRAAS","","FC-000277","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","Mobile Phone Number","","","","MobilePhone","","false","","","false","false","false","","a2E5f000000y1tJEAQ","","","","false","","37681602603021376","Contact","false","false","false","false","","","false","false","false",""
"a3T5f000000xGrcEAE","0055f000004XdsRAAS","","FC-000279","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","City","","","","LLC_BI__Home_City__c","","false","","","false","false","false","","a2E5f000000y1tJEAQ","","","","false","","84451602603021377","Contact","false","false","false","false","","","false","false","false",""
"a3T5f000000xGrdEAE","0055f000004XdsRAAS","","FC-000280","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","State","","","","LLC_BI__Home_State__c","","false","","","false","false","false","","a2E5f000000y1tJEAQ","2.0","","","false","","62811602603021378","Contact","false","false","false","false","","","false","false","false",""
"a3T5f000000xGreEAE","0055f000004XdsRAAS","","FC-000281","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","","","","","","ZIP","","","","LLC_BI__Home_Zipcode__c","","false","","","false","false","false","","a2E5f000000y1tJEAQ","2.0","","","false","","44271602603021378","Contact","false","false","false","false","","","false","false","false",""
